2022-12-02,0001,Christmas Decor,42,800.0,900.0,37800.0,V,149.99999999999272
2022-12-02,1234,Jabez,5,900.0,1000.0,5000.0,NV,500.0
2022-12-02,6789,Jovic,77,513.0,917.0,70609.0,NV,31108.0
2022-12-02,8000,Jan,75,817.0,1027.04,77028.0,V,7499.999999999985
2022-12-02,2195,AMD Radeon,2,70000.0,85900.0,171800.0,NV,31800.0
2022-12-02,0001,Christmas Decor,99,800.0,900.0,89100.0,V,353.57142857142026
2022-12-02,9000,Christmas Tree,51,100.0,900.0,45900.0,NV,40800.0
2022-12-06,0001,Christmas Decor,51,800.0,900.0,45900.0,V,182.1428571428478
2022-12-06,1234,Jabez,4,900.0,1000.0,4000.0,NV,400.0
2022-12-06,0001,Christmas Decor,51,800.0,900.0,45900.0,V,182.1428571428478
2022-12-06,1234,Jabez,4,900.0,1000.0,4000.0,NV,400.0
2022-12-06,0001,Christmas Decor,1,800.0,900.0,900.0,V,3.5714285714284415
2022-12-06,0001,Christmas Decor,1,800.0,900.0,900.0,V,3.5714285714284415
2022-12-06,0001,Christmas Decor,1,800.0,900.0,900.0,V,3.5714285714284415
2022-12-06,0001,Christmas Decor,21,800.0,900.0,18900.0,V,74.99999999999636
2022-12-06,9000,Christmas Tree,2,100.0,900.0,1800.0,NV,1600.0
2022-12-06,2195,AMD Radeon,1,70000.0,85900.0,85900.0,NV,15900.0
2022-12-06,0001,Christmas Decor,231,800.0,900.0,207900.0,V,824.9999999999709
2022-12-06,8000,Jan,24,817.0,1027.04,24648.96,V,2399.9999999999964
2022-12-06,6789,Jovic,21,513.0,917.0,19257.0,NV,8484.0
2022-12-06,1234,Jabez,24,900.0,1000.0,24000.0,NV,2400.0
2022-12-07,1234,Jabez,4,900.0,1000.0,4000.0,NV,400.0
2022-12-07,0001,Christmas Decor,45,800.0,900.0,40500.0,V,160.7142857142826
2022-12-07,6789,Jovic,9,513.0,917.0,8253.0,NV,3636.0
2022-12-07,2195,AMD Radeon,32,70000.0,85900.0,2748800.0,NV,508800.0
2022-12-07,0001,Christmas Decor,9,800.0,900.0,8100.0,V,32.14285714285597
2022-12-07,8000,Jan,1,817.0,1027.04,1027.04,V,99.99999999999989
2022-12-07,2195,AMD Radeon,95,70000.0,85900.0,8160500.0,NV,1510500.0
2022-12-07,9000,Christmas Tree,5,100.0,900.0,4500.0,NV,4000.0
2022-12-07,6789,Jovic,12,513.0,917.0,11004.0,NV,4848.0
2022-12-07,8000,Jan,100,817.0,1027.04,102704.0,V,9999.999999999985
2022-12-07,0001,Christmas Decor,85,800.0,900.0,76500.0,V,303.57142857142026
2022-12-07,2195,AMD Radeon,5,70000.0,85900.0,429500.0,NV,79500.0
2022-12-07,8000,Jan,140,817.0,1027.04,143785.6,V,13999.999999999985
2022-12-07,9000,Christmas Tree,1,100.0,900.0,900.0,NV,800.0
2022-12-07,2195,AMD Radeon,12,70000.0,85900.0,1030800.0,NV,190800.0
2022-12-07,2195,AMD Radeon,8,70000.0,85900.0,687200.0,NV,127200.0
